date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Feb 26-28,,"$91,278,176",-24.6%,"$112,386,016",-20.8%,91,Deadpool,9
Feb 19-21,,"$121,119,706",-43.9%,"$141,851,056",-40.7%,106,Deadpool,8
Feb 12-14,,"$215,810,637",+186.2%,"$239,154,233",+150.4%,103,Deadpool,7
Feb 12-15,Presidents' Day wknd,"$250,977,099",-,"$278,484,327",-,87,Deadpool,7
Feb 5-7,,"$75,395,999",-36.3%,"$95,508,876",-31.4%,100,Kung Fu Panda 3,6
Jan 29-31,,"$118,353,833",+23.6%,"$139,252,676",+22.6%,99,Kung Fu Panda 3,5
Jan 22-24,,"$95,736,903",-34.2%,"$113,596,503",-31.6%,87,The Revenant,4
Jan 15-18,MLK wknd,"$175,297,289",-,"$200,759,295",-,57,Ride Along 2,3
Jan 15-17,,"$145,502,232",+1.8%,"$166,004,623",+4.2%,86,Ride Along 2,3
Jan 8-10,,"$142,912,699",-28%,"$159,323,600",-27.4%,91,Star Wars: Episode VII - The Force Awakens,2
Jan 1-3,,"$198,537,624",-27.3%,"$219,510,014",-26%,82,Star Wars: Episode VII - The Force Awakens,1
