date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Jun 21-23,,"$228,593,120",+18.5%,"$240,393,582",+17.8%,107,Monsters University,25
Jun 14-16,,"$192,954,929",+36.5%,"$204,034,802",+36.7%,102,Man of Steel,24
Jun 7-9,,"$141,384,924",-11.4%,"$149,251,384",-9.8%,105,The Purge,23
May 31-Jun 2,,"$159,570,972",-35.7%,"$165,545,465",-35%,110,Fast & Furious 6,22
May 24-26,,"$248,032,672",+68.9%,"$254,693,249",+65.5%,106,Fast & Furious 6,21
May 24-27,Memorial Day wknd,"$305,927,990",-,"$314,240,146",-,97,Fast & Furious 6,21
May 17-19,,"$146,889,482",-2.5%,"$153,855,241",-2.8%,112,Star Trek Into Darkness,20
May 10-12,,"$150,642,459",-27.7%,"$158,347,179",-27.2%,121,Iron Man 3,19
May 3-5,,"$208,434,380",+166.8%,"$217,475,021",+135.5%,119,Iron Man 3,18
Apr 26-28,,"$78,125,503",-19%,"$92,351,408",-16.6%,120,Pain & Gain,17
Apr 19-21,,"$96,489,683",-7.7%,"$110,719,635",-5.1%,120,Oblivion,16
Apr 12-14,,"$104,482,953",-16.3%,"$116,712,085",-13.4%,122,42,15
Apr 5-7,,"$124,827,157",-9.3%,"$134,763,712",-8.5%,127,Evil Dead,14
Mar 29-31,,"$137,577,314",+8.1%,"$147,258,977",+6%,120,G.I. Joe: Retaliation,13
Mar 29-Apr 1,Easter wknd,"$155,717,819",-,"$164,811,685",-,53,G.I. Joe: Retaliation,13
Mar 22-24,,"$127,241,394",+37.1%,"$138,891,569",+29.3%,121,The Croods,12
Mar 15-17,,"$92,776,114",-25.5%,"$107,411,683",-23.7%,108,Oz the Great and Powerful,11
Mar 8-10,,"$124,576,195",+41.9%,"$140,687,760",+28.3%,112,Oz the Great and Powerful,10
Mar 1-3,,"$87,821,690",+4.3%,"$109,621,873",+5.9%,106,Jack the Giant Slayer,9
Feb 22-24,,"$84,217,867",-30.6%,"$103,534,297",-26.7%,94,Identity Thief,8
Feb 15-17,,"$121,272,933",+47.2%,"$141,278,049",+35.6%,99,A Good Day to Die Hard,7
Feb 15-18,Presidents' Day wknd,"$143,655,294",-,"$168,341,536",-,86,A Good Day to Die Hard,7
Feb 8-10,,"$82,382,252",+26.8%,"$104,216,107",+17.5%,101,Identity Thief,6
Feb 1-3,,"$64,959,191",-20%,"$88,701,777",-21%,98,Warm Bodies,5
Jan 25-27,,"$81,203,152",-24.6%,"$112,228,923",-19.7%,91,Hansel & Gretel: Witch Hunters,4
Jan 18-21,MLK wknd,"$125,704,597",-,"$165,335,690",-,68,Mama,3
Jan 18-20,,"$107,738,398",-4%,"$139,772,817",-0.6%,92,Mama,3
Jan 11-13,,"$112,186,149",-3.7%,"$140,670,134",-4.7%,95,Zero Dark Thirty,2
Jan 4-6,,"$116,465,689",-25%,"$147,632,550",-18.7%,96,Texas Chainsaw,1
