date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Mar 17-19,,"$38,813,391",+1.5%,"$42,667,983",-1.9%,17,Outbreak,11
Mar 10-12,,"$38,248,250",-2.6%,"$43,503,465",-10.2%,19,Outbreak,10
Mar 3-5,,"$39,255,310",+7.6%,"$48,443,620",+8.4%,19,Man of the House,9
Feb 24-26,,"$36,487,446","+9,012.9%","$44,698,011","+11,063.5%",17,The Brady Bunch Movie,8
Feb 17-20,Presidents' Day wknd,"$57,402,244",-,"$67,231,731",-,20,The Brady Bunch Movie,7
Feb 17-19,,"$400,395",-98.8%,"$400,395",-99%,1,Street Fighter,7
Feb 10-12,,"$33,144,426",+0.3%,"$38,253,421",-3.2%,18,Billy Madison,6
Feb 3-5,,"$33,050,746",-5.8%,"$39,517,743",-13.4%,18,Legends of the Fall,5
Jan 27-29,,"$35,097,466",-23.8%,"$45,623,400",-22.9%,21,Legends of the Fall,4
Jan 20-22,,"$46,034,285",+778.1%,"$59,205,684","+1,029.3%",20,Legends of the Fall,3
Jan 13-15,,"$5,242,650",-89.3%,"$5,242,650",-91.2%,2,Little Women,2
Jan 13-16,MLK wknd,"$79,158,945",-,"$97,573,191",-,20,Legends of the Fall,2
Jan 6-8,,"$49,115,738",+297.6%,"$59,361,541",+380.6%,20,Dumb and Dumber,1
