date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Jun 25-27,,"$129,176,051",+0.9%,"$150,010,545",+9.6%,127,Fahrenheit 9/11,26
Jun 18-20,,"$128,069,046",-15.4%,"$136,816,047",-14.1%,128,Dodgeball: A True Underdog Story,25
Jun 11-13,,"$151,332,493",-16.9%,"$159,339,078",-15.4%,134,Harry Potter and the Prisoner of Azkaban,24
Jun 4-6,,"$182,021,652",-1.1%,"$188,373,383",-1.8%,147,Harry Potter and the Prisoner of Azkaban,23
May 28-30,,"$184,125,061",+13.8%,"$191,758,229",+12%,99,Shrek 2,22
May 28-31,Memorial Day wknd,"$236,850,123",-,"$248,330,709",-,148,Shrek 2,22
May 21-23,,"$161,847,766",+60.8%,"$171,154,598",+51.8%,158,Shrek 2,21
May 14-16,,"$100,629,677",+2.3%,"$112,771,233",+0.4%,160,Troy,20
May 7-9,,"$98,399,021",+18.3%,"$112,340,319",+7.9%,159,Van Helsing,19
Apr 30-May 2,,"$83,177,726",+5.5%,"$104,124,996",+6%,150,Mean Girls,18
Apr 23-25,,"$78,861,223",-0.1%,"$98,224,767",-6.9%,138,Man on Fire,17
Apr 16-18,,"$78,968,385",-10.2%,"$105,529,236",-8.8%,141,Kill Bill: Vol. 2,16
Apr 9-11,,"$87,892,722",-18.3%,"$115,752,155",-9.2%,132,The Passion of the Christ,15
Apr 9-12,Easter wknd,"$100,388,487",-,"$128,372,978",-,41,The Passion of the Christ,15
Apr 2-4,,"$107,623,883",+5.2%,"$127,474,117",+6.7%,136,Hellboy,14
Mar 26-28,,"$102,319,550",-3.1%,"$119,455,140",+0.3%,135,Scooby-Doo 2: Monsters Unleashed,13
Mar 19-21,,"$105,621,482",+4.3%,"$119,048,449",+1.1%,130,Dawn of the Dead,12
Mar 12-14,,"$101,274,843",-20.6%,"$117,808,450",-18.3%,132,The Passion of the Christ,11
Mar 5-7,,"$127,593,283",-5.9%,"$144,126,447",-8%,119,The Passion of the Christ,10
Feb 27-29,,"$135,527,084",+95.7%,"$156,602,992",+65.6%,132,The Passion of the Christ,9
Feb 20-22,,"$69,238,343",-30.8%,"$94,577,585",-24%,137,50 First Dates,8
Feb 13-15,,"$100,035,678",+17.5%,"$124,464,141",+10.6%,86,50 First Dates,7
Feb 13-16,Presidents' Day wknd,"$115,271,903",-,"$145,599,508",-,132,50 First Dates,7
Feb 6-8,,"$85,154,544",+26.3%,"$112,513,674",+15.9%,121,Barbershop 2: Back in Business,6
Jan 30-Feb 1,,"$67,426,484",-13.5%,"$97,110,577",-4.1%,123,You Got Served,5
Jan 23-25,,"$77,928,970",-13.4%,"$101,223,700",-11.6%,117,The Butterfly Effect,4
Jan 16-19,MLK wknd,"$107,223,556",-,"$138,629,157",-,117,Along Came Polly,3
Jan 16-18,,"$90,004,004",+8%,"$114,544,298",+7.3%,80,Along Came Polly,3
Jan 9-11,,"$83,360,349",-27.5%,"$106,710,072",-24.9%,113,The Lord of the Rings: The Return of the King,2
Jan 2-4,,"$114,997,701",-27.9%,"$142,178,745",-23.9%,112,The Lord of the Rings: The Return of the King,1
