date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Mar 21-23,,"$78,907,557",-9.7%,"$98,048,792",-8.1%,127,Bringing Down the House,12
Mar 14-16,,"$87,369,412",-4.9%,"$106,734,517",-3.3%,127,Bringing Down the House,11
Mar 7-9,,"$91,857,671",+11.7%,"$110,395,162",+5.1%,134,Bringing Down the House,10
Feb 28-Mar 2,,"$82,258,706",-8.5%,"$105,015,555",-7.5%,124,Cradle 2 the Grave,9
Feb 21-23,,"$89,941,443",-24.2%,"$113,574,282",-21.6%,125,Daredevil,8
Feb 14-16,,"$118,587,785",+22.5%,"$144,945,634",+18.8%,80,Daredevil,7
Feb 14-17,Presidents' Day wknd,"$133,982,805",-,"$164,865,201",-,120,Daredevil,7
Feb 7-9,,"$96,780,739",+13.3%,"$122,002,627",+4.3%,120,How to Lose a Guy in 10 Days,6
Jan 31-Feb 2,,"$85,451,156",+15%,"$117,024,874",+15.5%,122,The Recruit,5
Jan 24-26,,"$74,311,778",-20.8%,"$101,354,409",-18.5%,127,Darkness Falls,4
Jan 17-20,MLK wknd,"$112,538,187",-,"$151,271,592",-,129,Kangaroo Jack,3
Jan 17-19,,"$93,826,020",+13.9%,"$124,366,588",+11.4%,86,Kangaroo Jack,3
Jan 10-12,,"$82,340,691",-19.7%,"$111,631,661",-14.3%,115,Just Married,2
Jan 3-5,,"$102,574,723",-31.3%,"$130,224,669",-27.5%,123,The Lord of the Rings: The Two Towers,1
