date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Sep 25-27,COVID-19 Pandemic,"$8,534,687",-20.7%,"$9,381,528",-16.3%,39,Tenet,39
Sep 18-20,COVID-19 Pandemic,"$10,757,062",-13.1%,"$11,202,723",-10.5%,30,Tenet,38
Sep 11-13,COVID-19 Pandemic,"$12,372,594",-23.1%,"$12,520,457",-22.7%,25,Tenet,37
Sep 4-7,COVID-19 PandemicLabor Day wknd,"$19,765,372",-,"$19,858,242",-,25,Tenet,36
Sep 4-6,COVID-19 Pandemic,"$16,098,628",+13.4%,"$16,199,436",+12.6%,29,Tenet,36
Aug 28-30,COVID-19 Pandemic,"$14,201,687",+121.6%,"$14,384,961",+111.9%,32,The New Mutants,35
Aug 21-23,COVID-19 Pandemic,"$6,409,085",+227.2%,"$6,789,865",+234.4%,30,Unhinged,34
Aug 14-16,COVID-19 Pandemic,"$1,958,968",+79.4%,"$2,030,461",+77.9%,28,The SpongeBob Movie: Sponge on the Run,33
Aug 7-9,COVID-19 Pandemic,"$1,092,176",+7.8%,"$1,141,656",+8.7%,22,The Tax Collector,32
Jul 31-Aug 2,COVID-19 Pandemic,"$1,012,992",+50.1%,"$1,050,735",+55.5%,19,The Rental,31
Jul 24-26,COVID-19 Pandemic,"$675,043",-68.1%,"$675,578",-69.8%,11,The Rental,30
Jul 17-19,COVID-19 Pandemic,"$2,115,079",-6%,"$2,234,047",-7.1%,20,Beauty and the Beast2020 Re-release,29
Jul 10-12,COVID-19 Pandemic,"$2,250,891",+156.4%,"$2,404,819",+171.5%,24,Star Wars: Episode V - The Empire Strikes Back2020 Re-release,28
Jul 3-5,COVID-19 Pandemic,"$877,966",+202%,"$885,784",+202.6%,15,Ghostbusters2020 Re-release,27
Jun 26-28,COVID-19 Pandemic,"$290,744",-80.6%,"$292,757",-80.5%,14,Becky,26
Jun 19-21,COVID-19 Pandemic,"$1,496,203",+186.6%,"$1,500,561",+187.3%,17,Jurassic Park2020 Re-release,25
Jun 12-14,COVID-19 Pandemic,"$522,105",+23.8%,"$522,278",+23.9%,12,Becky,24
Jun 5-7,COVID-19 Pandemic,"$421,572",+105.8%,"$421,572",+105.8%,10,Becky,23
May 29-31,COVID-19 Pandemic,"$204,881",-7.1%,"$204,881",-7.1%,8,The Wretched,22
May 22-24,COVID-19 Pandemic,"$220,573",+68.9%,"$220,573",+68.9%,6,The Wretched,21
May 22-25,COVID-19 PandemicMemorial Day wknd,"$240,390",-,"$240,390",-,6,The Wretched,21
May 15-17,COVID-19 Pandemic,"$130,583",+51.1%,"$130,583",+51.1%,6,The Wretched,20
May 8-10,COVID-19 Pandemic,"$86,428",-6.5%,"$86,428",-6.5%,6,The Wretched,19
May 1-3,COVID-19 Pandemic,"$92,387",+665.9%,"$92,387",+665.9%,4,The Wretched,18
Apr 24-26,COVID-19 Pandemic,"$12,062",+130%,"$12,062",+130%,2,True History of the Kelly Gang,17
Apr 17-19,COVID-19 Pandemic,"$5,245",-64.1%,"$5,245",-64.1%,3,Resistance,16
Apr 10-12,COVID-19 Pandemic,"$14,612",+256.7%,"$14,612",+256.7%,3,"Phoenix, OregonRe-release",15
Apr 10-13,COVID-19 PandemicEaster wknd,"$3,675",-,"$3,675",-,2,Swallow,15
Apr 3-5,COVID-19 Pandemic,"$4,097",+9%,"$4,097",+9%,2,"Phoenix, OregonRe-release",14
Mar 27-29,COVID-19 Pandemic,"$3,758",-9.7%,"$3,758",-9.7%,3,Strike,13
Mar 20-22,COVID-19 Pandemic,"$4,160",-100%,"$4,160",-100%,3,"Phoenix, OregonRe-release",12
Mar 13-15,COVID-19 Pandemic,"$49,580,363",-45.2%,"$53,706,394",-46.7%,82,Onward,11
Mar 6-8,,"$90,403,859",+8.3%,"$100,774,559",+3.5%,103,Onward,10
Feb 28-Mar 1,,"$83,485,776",-3.6%,"$97,373,222",-5.1%,95,The Invisible Man,9
Feb 21-23,,"$86,611,757",-38.1%,"$102,566,656",-34.3%,94,Sonic the Hedgehog,8
Feb 14-16,,"$140,013,866",+72.6%,"$156,172,047",+63.6%,85,Sonic the Hedgehog,7
Feb 14-17,Presidents' Day wknd,"$163,923,226",-,"$182,920,720",-,78,Sonic the Hedgehog,7
Feb 7-9,,"$81,131,843",+25.7%,"$95,487,067",+18.2%,75,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,6
Jan 31-Feb 2,,"$64,549,859",-38.6%,"$80,756,128",-33.6%,69,Bad Boys for Life,5
Jan 24-26,,"$105,175,642",-29.2%,"$121,644,167",-26.9%,81,Bad Boys for Life,4
Jan 17-20,MLK wknd,"$182,673,454",-,"$205,302,432",-,61,Bad Boys for Life,3
Jan 17-19,,"$148,594,253",+26.5%,"$166,374,186",+26%,72,Bad Boys for Life,3
Jan 10-12,,"$117,434,941",-10.5%,"$132,086,940",-7.3%,69,1917,2
Jan 3-5,,"$131,220,088",-29.8%,"$142,435,395",-27.8%,78,Star Wars: Episode IX - The Rise of Skywalker,1
