date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Mar 9-11,,"$123,134,923",-8.3%,"$139,696,317",-6.3%,112,Black Panther,10
Mar 2-4,,"$134,280,505",-24.2%,"$149,122,522",-23.8%,115,Black Panther,9
Feb 23-25,PyeongChang Olympics,"$177,068,935",-33.8%,"$195,707,999",-31.8%,110,Black Panther,8
Feb 16-19,Presidents' Day wkndPyeongChang Olympics,"$323,004,490",-,"$346,075,601",-,91,Black Panther,7
Feb 16-18,PyeongChang Olympics,"$267,360,455",+134.9%,"$286,751,803",+102.7%,102,Black Panther,7
Feb 9-11,PyeongChang Olympics,"$113,834,248",+73.2%,"$141,457,633",+48.9%,105,Fifty Shades Freed,6
Feb 2-4,,"$65,718,354",-35.9%,"$94,988,230",-33.6%,102,Jumanji: Welcome to the Jungle,5
Jan 26-28,,"$102,483,376",-1.6%,"$142,985,855",+5.4%,104,Maze Runner: The Death Cure,4
Jan 19-21,,"$104,176,178",-19.4%,"$135,628,208",-14.8%,103,Jumanji: Welcome to the Jungle,3
Jan 12-14,,"$129,325,213",-10.3%,"$159,135,848",-3.9%,95,Jumanji: Welcome to the Jungle,2
Jan 12-15,MLK wknd,"$158,634,790",-,"$195,812,771",-,76,Jumanji: Welcome to the Jungle,2
Jan 5-7,,"$144,171,701",-16.8%,"$165,531,482",-14.7%,89,Jumanji: Welcome to the Jungle,1
