date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Jul 2-4,World Cup (South Africa),"$179,066,707",+16%,"$188,212,207",+13.9%,101,The Twilight Saga: Eclipse,27
Jun 25-27,World Cup (South Africa),"$154,390,043",-17.7%,"$165,180,607",-17.3%,106,Toy Story 3,26
Jun 18-20,World Cup (South Africa),"$187,642,041",+33.6%,"$199,685,836",+31.8%,116,Toy Story 3,25
Jun 11-13,World Cup (South Africa),"$140,451,060",+16.5%,"$151,488,729",+17.6%,117,The Karate Kid,24
Jun 4-6,,"$120,565,073",-16.2%,"$128,826,490",-15.2%,120,Shrek Forever After,23
May 28-31,Memorial Day wknd,"$182,383,311",-,"$192,706,796",-,103,Shrek Forever After,22
May 28-30,,"$143,797,811",+1.7%,"$151,897,664",+0.9%,105,Shrek Forever After,22
May 21-23,,"$141,404,309",+9.4%,"$150,510,497",+7.8%,114,Shrek Forever After,21
May 14-16,,"$129,275,088",-22.9%,"$139,644,680",-22.3%,116,Iron Man 2,20
May 7-9,,"$167,701,822",+90.7%,"$179,789,106",+75.9%,116,Iron Man 2,19
Apr 30-May 2,,"$87,924,993",+2.5%,"$102,227,580",+2.1%,116,A Nightmare on Elm Street,18
Apr 23-25,,"$85,792,705",-20.6%,"$100,098,936",-16.7%,117,How to Train Your Dragon,17
Apr 16-18,,"$108,077,823",-8.1%,"$120,177,056",-5.8%,117,Kick-Ass,16
Apr 9-11,,"$117,570,469",-29.3%,"$127,582,200",-28.2%,115,Clash of the Titans,15
Apr 2-5,Easter wknd,"$187,711,319",-,"$198,446,177",-,44,Clash of the Titans,14
Apr 2-4,,"$166,220,519",+47.1%,"$177,632,872",+38.1%,112,Clash of the Titans,14
Mar 26-28,,"$113,036,610",+2%,"$128,664,080",+1.3%,112,How to Train Your Dragon,13
Mar 19-21,,"$110,799,129",-14.5%,"$126,978,873",-13.9%,109,Alice in Wonderland,12
Mar 12-14,,"$129,609,144",-29%,"$147,526,258",-25.1%,106,Alice in Wonderland,11
Mar 5-7,,"$182,536,400",+75.2%,"$196,996,205",+65.3%,107,Alice in Wonderland,10
Feb 26-28,Vancouver Olympics,"$104,201,694",-12%,"$119,202,708",-11%,107,Shutter Island,9
Feb 19-21,Vancouver Olympics,"$118,472,680",-35.3%,"$133,902,273",-34.6%,108,Shutter Island,8
Feb 12-14,Vancouver Olympics,"$182,998,695",+93.1%,"$204,746,196",+79.6%,95,Valentine's Day,7
Feb 12-15,Presidents' Day wkndVancouver Olympics,"$213,524,058",-,"$239,380,299",-,87,Valentine's Day,7
Feb 5-7,,"$94,786,281",-8.8%,"$113,988,270",-9.1%,100,Dear John,6
Jan 29-31,,"$103,970,747",-13.4%,"$125,460,594",-13.1%,93,Avatar,5
Jan 22-24,,"$120,045,516",-19.4%,"$144,384,498",-15.1%,93,Avatar,4
Jan 15-18,MLK wknd,"$183,162,436",-,"$209,509,035",-,83,Avatar,3
Jan 15-17,,"$148,859,116",+2.6%,"$170,071,252",+6.1%,96,Avatar,3
Jan 8-10,,"$145,045,666",-29%,"$160,275,182",-27.2%,86,Avatar,2
Jan 1-3,,"$204,295,752",-20%,"$220,307,116",-18.4%,80,Avatar,1
