date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Jun 7-9,,"$99,767,088",+65.5%,"$104,268,319",+57.1%,56,Bad Boys: Ride or Die,23
May 31-Jun 2,,"$60,289,666",-38.3%,"$66,367,057",-34.8%,59,The Garfield Movie,22
May 24-26,,"$97,780,501",+7.2%,"$101,768,364",+5.5%,56,Furiosa: A Mad Max Saga,21
May 24-27,Memorial Day wknd,"$126,848,103",-,"$132,272,874",-,54,Furiosa: A Mad Max Saga,21
May 17-19,,"$91,192,848",-0.2%,"$96,479,518",+0.4%,63,IF,20
May 10-12,,"$91,335,805",+33.6%,"$96,092,237",+30%,72,Kingdom of the Planet of the Apes,19
May 3-5,,"$68,351,601",+21.1%,"$73,900,960",+15.3%,71,The Fall Guy,18
Apr 26-28,,"$56,431,872",-7.5%,"$64,117,270",-2.5%,65,Challengers,17
Apr 19-21,,"$60,997,717",-10.7%,"$65,778,173",-12.6%,75,Civil War,16
Apr 12-14,,"$68,334,834",-15.8%,"$75,249,789",-12%,76,Civil War,15
Apr 5-7,,"$81,139,811",-37.6%,"$85,541,433",-37.7%,80,Godzilla x Kong: The New Empire,14
Mar 29-31,,"$129,945,064",+32.1%,"$137,203,699",+32.3%,79,Godzilla x Kong: The New Empire,13
Mar 29-Apr 1,Easter wknd,"$144,556,947",-,"$152,655,647",-,46,Godzilla x Kong: The New Empire,13
Mar 22-24,,"$98,378,983",+18%,"$103,692,296",+18%,72,Ghostbusters: Frozen Empire,12
Mar 15-17,,"$83,390,150",-36.4%,"$87,881,323",-35.4%,72,Kung Fu Panda 4,11
Mar 8-10,,"$131,087,594",+20.4%,"$136,118,619",+18.7%,70,Kung Fu Panda 4,10
Mar 1-3,,"$108,910,449",+112.2%,"$114,671,489",+89.4%,64,Dune: Part Two,9
Feb 23-25,,"$51,332,370",-26%,"$60,542,359",-23%,72,Bob Marley: One Love,8
Feb 16-19,Presidents' Day wknd,"$82,733,326",-,"$94,237,683",-,51,Bob Marley: One Love,7
Feb 16-18,,"$69,396,505",+138.4%,"$78,641,324",+112.5%,64,Bob Marley: One Love,7
Feb 9-11,,"$29,104,430",-43.4%,"$37,006,911",-38.6%,76,Argylle,6
Feb 2-4,,"$51,381,346",+23.2%,"$60,291,810",+10.6%,69,Argylle,5
Jan 26-28,,"$41,718,631",-19.8%,"$54,519,298",-16.5%,72,Mean Girls,4
Jan 19-21,,"$52,031,949",-39%,"$65,299,698",-32.8%,64,Mean Girls,3
Jan 12-14,,"$85,320,537",+13.2%,"$97,143,817",+13%,62,Mean Girls,2
Jan 12-15,MLK wknd,"$102,444,462",-,"$116,912,802",-,52,Mean Girls,2
Jan 5-7,,"$75,396,375",-25%,"$85,956,412",-23.9%,60,Wonka,1
